0.07459677 0.1955645 0.2762097 0.2479839 0.2056452
0.1580571 0.2582884 0.2814187 0.1950655 0.1071704
0.3164794 0.3108614 0.2134831 0.1273408 0.03183521
0.2234604 0.2697947 0.2651026 0.1683284 0.07331378
0.2426532 0.3005877 0.2628044 0.1368598 0.05709488
0.2965116 0.1947674 0.3052326 0.1366279 0.06686047
0.3288948 0.3022636 0.2170439 0.1105193 0.0412783
0.03069767 0.09953488 0.2251163 0.32 0.3246512
0.09384858 0.1687697 0.2736593 0.2563091 0.2074132
0.1580571 0.2582884 0.2814187 0.1950655 0.1071704
0.1162791 0.2217054 0.2906977 0.2224806 0.1488372
0.06397775 0.1599444 0.2892907 0.2642559 0.2225313
0 0.02364865 0.08783784 0.2635135 0.625
0.2934537 0.2539503 0.2471783 0.1410835 0.06433409
0.2426532 0.3005877 0.2628044 0.1368598 0.05709488
0.1430921 0.2368421 0.2796053 0.2319079 0.1085526
0.1064815 0.2037037 0.3194444 0.2160494 0.154321
0.4186893 0.2900485 0.1808252 0.08859223 0.02184466
0.008310249 0.03878116 0.1385042 0.3074792 0.5069252
0.01684211 0.05578947 0.1589474 0.2831579 0.4852632
0.2934537 0.2539503 0.2471783 0.1410835 0.06433409
0.09384858 0.1687697 0.2736593 0.2563091 0.2074132
0.08380952 0.1628571 0.2590476 0.2552381 0.2390476
0.1386282 0.2281588 0.2859206 0.2223827 0.1249097
0.002066116 0.01033058 0.04545455 0.2190083 0.7231405
0.1064815 0.2037037 0.3194444 0.2160494 0.154321
0.02479339 0.07603306 0.2338843 0.3082645 0.3570248
0 0 0.08333333 0.2333333 0.6833333
0.07256236 0.1587302 0.3061224 0.2857143 0.1768707
0.06397775 0.1599444 0.2892907 0.2642559 0.2225313
0.01993355 0.05315615 0.1943522 0.3189369 0.4136213
0.06397775 0.1599444 0.2892907 0.2642559 0.2225313
0.08380952 0.1628571 0.2590476 0.2552381 0.2390476
0.2426532 0.3005877 0.2628044 0.1368598 0.05709488
0.1162791 0.2217054 0.2906977 0.2224806 0.1488372
0.01902174 0.07336957 0.2146739 0.3043478 0.388587
0.2934537 0.2539503 0.2471783 0.1410835 0.06433409
0.02522936 0.07110092 0.1766055 0.3233945 0.4036697
0.3705179 0.2589641 0.2420319 0.08864542 0.03984064
0.3705179 0.2589641 0.2420319 0.08864542 0.03984064
0.005208333 0.04557292 0.1497396 0.2916667 0.5078125
0.01687117 0.06825153 0.1817485 0.3228528 0.4102761
0.04085258 0.1349911 0.285968 0.285968 0.2522202
0.08380952 0.1628571 0.2590476 0.2552381 0.2390476
0.1810631 0.2253599 0.2962348 0.1982281 0.09911406
0.3705179 0.2589641 0.2420319 0.08864542 0.03984064
0.1084777 0.1914312 0.2698268 0.2470374 0.183227
0.4186893 0.2900485 0.1808252 0.08859223 0.02184466
0.005565863 0.03339518 0.1910946 0.2949907 0.4749536
0.05485232 0.1308017 0.2468354 0.2953586 0.2721519
0.01687117 0.06825153 0.1817485 0.3228528 0.4102761
0.01687117 0.06825153 0.1817485 0.3228528 0.4102761
0.1810631 0.2253599 0.2962348 0.1982281 0.09911406
0.06818182 0.1406926 0.271645 0.2781385 0.241342
0.06397775 0.1599444 0.2892907 0.2642559 0.2225313
0.3288948 0.3022636 0.2170439 0.1105193 0.0412783
0.4132104 0.2442396 0.2304147 0.08602151 0.02611367
0.1580571 0.2582884 0.2814187 0.1950655 0.1071704
0.09384858 0.1687697 0.2736593 0.2563091 0.2074132
0.08304498 0.1972318 0.2871972 0.266436 0.16609
0.1386282 0.2281588 0.2859206 0.2223827 0.1249097
0.2234604 0.2697947 0.2651026 0.1683284 0.07331378
0.07256236 0.1587302 0.3061224 0.2857143 0.1768707
0.2934537 0.2539503 0.2471783 0.1410835 0.06433409
0 0.02364865 0.08783784 0.2635135 0.625
