"p1" "p2" "p3" "p4" "p5"
"1" 2.22044604925031e-16 0.999999993115479 1.50897004767433e-08 5.22318888211523e-08 2.14533146266431e-08
"2" 0.196893707175994 0.132192328393673 0.200053515889373 0.443436976962013 0.0497423410531625
"3" 2.11338905775036e-09 2.22044604925031e-16 0.299117886483594 1.40847293082355e-08 0.706109124318437
"4" 1.65679428515842e-09 0.00764464881633817 0.130400978083374 0.653091914925996 0.121776003522696
"5" 1.52133892858007e-08 0.0171659742211686 0.0777587917344448 2.56240528790172e-08 0.227608674762993
"6" 2.68973735038071e-10 0.0131230889730986 0.120757469245551 0.636098142902052 0.44157081329144
"7" 0.43267473560198 0.341984707860985 0.426760032663109 0.133819397559315 1.11686022162538e-09
"8" 4.25867052150472e-09 1.91804796932092e-08 0.721326387479733 2.70842758535253e-08 0.0501738790429872
"9" 0.154542040098911 1.94133556208398e-09 0.499884487706376 0.203858278990337 0.130067176094639
"10" 0.0260777198052342 0.728464735308389 0.28327714389186 0.0671084388422052 0.0172894386985471
"11" 0.0181630233126263 0.249602950159981 0.216139316222324 0.285655282264889 0.108103281388246
"12" 2.17277231755879e-09 0.0572434714691137 0.158342608327187 0.357863222048112 0.292145219154199
"13" 2.86751116560328e-09 0.316561590093864 0.211989263270481 0.139457295448615 0.230776817811159
"14" 3.14101505933642e-09 4.98802085016656e-09 0.587758436226156 0.103552492699851 0.178956747729825
"15" 1.57789922237653e-09 0.270153332770311 0.205419346002156 0.344854489097293 0.0580566249898299
"16" 0.479252961639939 0.220376548179887 0.175693454373074 0.192672421057696 0.0565569235448216
"17" 3.43477231718958e-09 0.499545817082804 4.85607889764117e-09 0.215647438712583 0.225803370190883
"18" 4.09240767684251e-09 3.29213456308672e-09 0.05936361895488 0.327421141495514 0.413753425396716
"19" 0.489446358030591 0.0600417677103517 0.406071696213452 0.056353601339813 0.0892293048821228
"20" 3.96499331151374e-09 3.73187917966108e-09 0.400578798749103 0.479026465371279 0.0323306256988296
"21" 0.020290460263678 0.139964975477709 0.27679187403919 0.272904250741894 0.277969477374231
"22" 0.0485220223230425 0.0240517415426942 0.125215477101882 0.518631697640298 0.488032402143295
"23" 0.339155283678704 0.0923493953658201 0.0986828919613618 0.236814087082414 0.14913777147226
"24" 0.0812807088897426 6.23981826290238e-09 0.245299627036371 0.218494397538187 0.318382444781222
"25" 0.0990792401666785 0.324877444194538 0.132480915446318 0.107334954779021 0.279463441875614
"26" 3.93671907864419e-10 0.335553973002851 0.350665016800778 6.25087782708952e-09 0.386122711124763
"27" 0.225298496996004 0.302630715464521 0.335847506316588 0.0868052553250936 0.0526696479932008
"28" 0.266564671308584 0.0384143008292085 0.418074461600804 0.216349020668854 0.0560613325297028
"29" 0.096747676925702 0.0612000570141338 0.496644788695583 0.169765254112194 0.142461618257857
"30" 0.0120946479397776 0.181418208463356 0.194186030747877 0.269077052463765 0.272662539882796
"31" 0.159657334117697 0.269640778212599 0.266034745573977 0.286195545965711 0.0451720357660391
"32" 9.23988591344034e-10 0.255417625087653 0.184066455803576 0.415863001609432 0.14225259114965
"33" 4.38218116717811e-10 8.41558864813561e-09 0.151847842471086 0.227992630986575 0.409019125383539
"34" 1.74087261570903e-10 1.31151429312452e-10 0.693998360357739 0.547615257092006 1.72500613200242e-08
"35" 0.0596047779471867 0.00951163409223531 0.594058639156866 0.081518466047228 0.252446203457216
"36" 0.0739928961586667 0.0161951680902193 0.278464863516108 0.503305421269208 0.0926816376407853
"37" 0.195443435299552 0.0410873240401065 0.087991054423915 0.384752973686908 0.177992189859852
"38" 0.15832064135332 0.0247217808511218 0.28475969684208 0.200272953631607 0.25577178437261
"39" 0.186284676131344 0.0422226933264935 0.224523444003022 0.255803151377932 0.0631054829813219
"40" 0.0538767311833727 0.0557259641618321 0.238055286259083 0.19426365361617 0.279373709822368
"41" 0.327524167591845 0.561912768063366 0.0784311438435746 0.0915991303213032 0.0886062362404987
"42" 1.75287836437136e-09 0.378186081928767 0.456265635137901 0.259152628696741 4.14253905534551e-09
"43" 0.0116947699795277 0.0829078539400505 0.145458753550089 0.46201368373948 0.323274578357465
"44" 0.00440251125614478 0.0895475537945088 0.362443543950982 0.291809565342258 0.350127494668289
"45" 0.0898274769386971 0.341236636243035 0.211836166187743 0.163766820281859 1.0540736527394e-08
"46" 3.25983483597682e-10 3.90735432793339e-09 0.621227538067294 0.229011248472342 0.167999199480147
"47" 0.0160660680982043 0.281642066767085 0.0889138632940324 0.315367609274249 0.41075801566742
"48" 0.0206724220439906 0.251751395710334 0.427114858509811 0.0827947879249804 2.64645496451794e-08
"49" 2.22044604925031e-16 0.0762477345278733 0.274590838433365 0.267446585984829 0.136797089300295
"50" 2.22044604925031e-16 2.71773844603382e-09 1.17514005294119e-08 0.456388695541045 0.855056058443901
"51" 2.22044604925031e-16 0.307033689274164 0.19979769979382 0.217139375369099 0.340059110655406
"52" 2.26432086491748e-09 0.124917511539727 0.289004197025806 0.234156509748463 0.159423672400952
"53" 2.28347494059162e-09 0.999999986009659 3.59474950129643e-09 1.05913128219851e-09 0.455927442259722
"54" 0.0723652017493082 0.410656609879195 0.0545847870014456 0.373076249527008 0.245609511694194
"55" 0.202406234211285 0.209470171512265 0.612900849587463 0.0715904102448493 0.0218029261823118
"56" 0.199724647142209 4.47169350629783e-09 0.206971957097971 0.224030429189797 0.235203252596553
"57" 0.299838474674702 0.331018267236616 0.370257196760731 0.0762475411326077 0.0270402790388062
"58" 0.128666930074381 0.0822814367263042 0.360685040099708 0.20924504957718 0.117136751197956
"59" 0.0219948235251976 0.266012285612607 0.134815989104284 0.266026179452624 0.139949766698128
"60" 0.0812136412983195 1.52912918431532e-09 0.128963119553073 0.607810597792588 0.295964800388739
"61" 0.00614527887033481 0.0775316066476864 0.136725896401003 0.350402759398793 0.551689903339268
"62" 0.310987967787549 4.16232275091545e-09 2.27697442753645e-09 0.36636149733155 0.35786209522275
"63" 4.65207337056132e-10 0.563505627890707 0.10799493244617 0.185295600469494 0.094508360198795
"64" 2.07400320926696e-10 0.433462357633753 7.4478486037099e-09 0.296986366067027 0.504948777946778
"65" 3.28342997150387e-10 0.268529908232856 0.203350110379128 0.188340250763321 0.469969691616663
"66" 0.126440338179621 0.187011690426538 0.169133019172629 7.53312297269523e-09 0.524221471932412
"67" 1.1977260486123e-08 6.20602383822248e-09 0.999999992279846 5.04356265913099e-09 7.7588678760134e-09
"68" 5.19204981411507e-10 0.0775057099505574 0.117962146558113 0.274990189377007 0.663446138302161
"69" 2.4649838024825e-09 2.17126482025806e-09 0.280040356314466 0.729035434345237 6.81211275593114e-09
"70" 0.0751999578589678 0.336797153487573 0.0335395044147049 0.271919606657369 0.421391929785583
"71" 0.408987975405293 0.319314437643701 0.0714642804055844 5.82626498890483e-08 0.114457057704312
"72" 0.200009567350338 0.178814221087856 0.0291462159788977 0.195707648543193 0.527183910019623
"73" 1.20830858957082e-09 1.571274248524e-09 0.999999984119739 1.46991951274304e-08 2.18330179346914e-08
"74" 0.288586580373994 0.0352803814265243 0.22795122901875 0.544423746843755 0.0216348689619674
"75" 0.145854252004468 0.217036951668673 0.182233996688658 0.506555173551552 3.65636241336787e-09
"76" 2.37058349741973e-09 0.170930576046 0.0817859720684206 0.70040208178598 0.0558424011788282
"77" 0.573640964359109 2.81337916805173e-09 0.29723464403702 0.437276110416893 2.42715230190427e-09
"78" 0.0818719313671065 0.17217207020243 0.651202892388463 0.121141275031296 9.59949782585594e-09
"79" 0.416107868034743 0.0725250791863482 0.510807194036545 0.0393803982768496 0.0556793226616744
"80" 0.175356230804772 8.45437150126734e-10 0.331328003474253 0.242526799349547 0.305876229618232
"81" 3.93284279152214e-09 0.264454613149347 0.74869744928633 2.27509290334639e-09 9.38060992480916e-09
"82" 0.238488599520888 0.335188606099641 0.356695354573909 3.87728736012423e-09 0.139455980923753
"83" 0.0283050284769411 0.0877770385154576 0.413372556533661 0.255514953727184 0.138002385828187
"84" 0.0190276277519866 0.0177011539179413 0.162965241595143 0.43463681575002 0.430351513561187
"85" 0.110056636190945 0.108352528974486 0.383984031920414 0.188359488709831 0.160881399741749
"86" 0.0400416102899969 0.525764016480166 0.473475872430862 4.60793412036044e-09 0.0524187206611736
"87" 0.0884437090459161 0.335501771337492 1.4471962594535e-08 0.127920213970712 0.121140625584504
"88" 0.0162866104089831 0.141094542181299 0.113302746234807 0.618303117951393 0.159645506786882
"89" 5.17075436228862e-10 0.167879457051355 0.362856611016323 0.21993967133895 0.23441071751909
"90" 2.44888270856691e-09 5.0828701586341e-09 0.127189550913389 0.477209516599251 0.2101798066532
"91" 0.254927547426443 0.264050349445663 0.239061464618384 0.110815533837595 0.140002804392349
"92" 0.999999989325651 2.67550117447362e-09 0.32797993314013 5.62820228205523e-09 5.72313332333207e-09
"93" 9.74908732066645e-10 0.0763437201984917 0.376577488316249 0.35883452053866 0.132481810020452
"94" 5.099737222196e-10 1.8948183325305e-09 0.999999993597836 1.06672490713504e-08 2.25571413901643e-08
"95" 0.0484584546332344 0.241852407184792 0.295322066389188 0.0820624085752063 0.403566365453537
"96" 0.0427765867523481 0.1015576608634 0.211694831909235 0.517901086674804 0.138319102782559
"97" 0.045400695424562 0.28065221523424 0.180230924807272 0.42582646030128 0.098235418208595
"98" 0.225177078657254 0.384054851574093 0.155693917686819 9.47083469760142e-09 0.216536116541425
"99" 2.3294534014896e-09 2.56482724048013e-09 3.4784242935628e-09 0.434772798595642 0.907124585567635
"100" 0.0969583649559203 0.110570825156957 0.527505403613407 0.135754767460536 0.175923434690431
"101" 0.429772272461336 0.0402657430214392 0.080109086373575 0.297978732061217 0.188913177100684
"102" 0.0166874814225598 0.0429710305169743 0.596026774525439 0.130326803558656 0.091121118709538
"103" 0.275973700322984 1.68342465256587e-09 0.293182646017381 0.532944009062704 0.0378095335189289
"104" 1.48701243668799e-09 2.22044604925031e-16 0.673350059204576 2.22044604925031e-16 0.835979965394296
"105" 4.15164162400546e-09 3.71316514432572e-09 1.25557788555358e-08 0.175790554909479 0.658231107556247
"106" 2.22044604925031e-16 2.22044604925031e-16 0.647717941928081 3.27150866069678e-09 0.623720620549892
"107" 1.99422999050642e-09 0.479377947980523 0.0722217411714313 0.1217381478725 0.318069599850777
"108" 2.22044604925031e-16 0.0322313472873721 0.317388936837599 0.178931498208726 0.667873077304741
"109" 2.4794803589439e-09 0.108518728892171 0.350084641443086 0.489984591649637 0.0542893417662868
"110" 2.22044604925031e-16 0.216087956182106 0.355302888743005 0.461519575907577 0.0484367596061897
"111" 0.599547580908858 0.0616304780529694 0.149394407097358 0.274216166886487 0.0584857569372095
"112" 0.240411412471946 0.0835779840825894 0.227638021728784 0.159715617996552 0.302764537218656
"113" 2.8047599680722e-08 9.35053272226493e-10 4.05078188860272e-09 0.387976201746623 0.525879098497542
"114" 0.250795760323076 0.553652635654238 0.0192527764043314 0.0951662469219585 0.215957284739286
"115" 0.339709494352099 4.29770161551624e-09 0.378033671820269 0.260248320990957 6.27386803833359e-09
"116" 0.350961317924506 0.0238598308156801 0.0837670683249627 0.0895301201959989 0.205511612799948
"117" 0.158909700280589 0.335717643469956 0.359457361311767 0.0780767054156025 0.0196132574386148
"118" 0.0714914042356554 0.269595295030275 0.615659723214196 0.106518708379901 0.0308765035908947
"119" 0.0745597011938805 0.171269842465352 0.513491069104367 0.276616699482106 3.81270658596053e-09
"120" 9.80419892308275e-10 0.312693989651078 0.298861779864834 0.310499951441809 0.0569118730333679
"121" 0.201162852574405 0.278768835839951 8.9951473939076e-09 0.152982679623028 0.23727811845244
"122" 0.423038400561998 0.318160365140866 0.20269545511504 0.046617265892654 0.074895393134501
"123" 0.0397730355528876 0.293312308236994 0.166555776292787 0.0824287902095047 0.336777311144279
"124" 0.0519079830028322 0.118097661445717 0.202814848854356 0.0583663900557682 0.349907236084838
