"V1" "V2" "V3" "V4" "V5"
"1" 0.170443189057606 0.188283738839609 0.176037010804189 0.227740500989299 0.237495560309297
"2" 0.171737308008864 0.19516285383864 0.176984073700525 0.228258040904879 0.227857723547093
"3" 0.181439637273796 0.219586291659499 0.215250031250042 0.181184991118458 0.202539048698205
"4" 0.181280768840701 0.20032801458497 0.218922860473114 0.211341943342445 0.18812641275877
"5" 0.170011217862957 0.184210818153528 0.192081943331955 0.225410490073454 0.228285530578106
"6" 0.182775467145659 0.180981048263903 0.207868015709632 0.196546964199013 0.231828504681793
"7" 0.174332911113256 0.175360524998331 0.17536472616365 0.217464167294943 0.25747767042982
"8" 0.163504284697668 0.163555116501804 0.194359078999707 0.16370179463941 0.31487972516141
"9" 0.188992140279898 0.24955139007137 0.193726032737773 0.188628525262542 0.179101911648417
"10" 0.196571507145531 0.188261813950814 0.214143693370489 0.211493031064085 0.189529954469081
"11" 0.190356090656708 0.190356101132088 0.212989918146831 0.207459381649154 0.198838508415219
"12" 0.16739741175964 0.16739741599559 0.190127617158239 0.25483255441069 0.220245000675841
"13" 0.191418280996655 0.190957960261712 0.193901479257485 0.19307160018103 0.230650679303118
"14" 0.169691471193027 0.170739001089017 0.170933635626762 0.170601056864869 0.318034835226325
"15" 0.186056707307219 0.223372619263309 0.228203659371432 0.185987263383035 0.176379750675006
"16" 0.182761343452569 0.182947406541157 0.203040850529877 0.248524493854829 0.182725905621569
"17" 0.179722089583424 0.179887171326138 0.210642714293829 0.195005751707873 0.234742273088737
"18" 0.173652303542331 0.174064031488127 0.173709700067955 0.222495952282685 0.256078012618902
"19" 0.176613859748838 0.176582216440857 0.176432174435326 0.22076722844301 0.249604520931969
"20" 0.167357824906094 0.167366076521124 0.167421214273376 0.230465005958048 0.267389878341357
"21" 0.183431400402911 0.18348001293454 0.183203555627479 0.216153639578983 0.233731391456087
"22" 0.177382047522202 0.186925200909118 0.212228720254472 0.219793434636287 0.203670596677922
"23" 0.177455000150264 0.177528957270725 0.213670732239735 0.228953829232784 0.202391481106492
"24" 0.168165510251149 0.175274231599116 0.19742481179415 0.197286318800868 0.261849127554717
"25" 0.172025103490242 0.177975398270142 0.196524357499458 0.19750088538195 0.255974255358208
"26" 0.190322905260137 0.206004702374423 0.226003243459431 0.190573272263295 0.187095876642713
"27" 0.179411573647949 0.202676039694392 0.215461108608593 0.207204771835211 0.195246506213856
"28" 0.167101165735389 0.183514927442327 0.218500607013351 0.251942229473568 0.178941070335365
"29" 0.183635684023404 0.200678609902857 0.228308336041639 0.204851653098619 0.18252571693348
"30" 0.178714376346977 0.193818014067843 0.208220093050858 0.225456791280379 0.193790725253944
"31" 0.17599141252848 0.195400805891976 0.213524175678448 0.225493098754774 0.189590507146321
"32" 0.187184683103897 0.198032335551458 0.199572759633956 0.214045099821515 0.201165121889175
"33" 0.18376405337142 0.204295584842276 0.205575859022097 0.215891560987662 0.190472941776546
"34" 0.19630025163362 0.223243225334774 0.203347069681992 0.198072029888438 0.179037423461177
"35" 0.196167604974634 0.211923873520805 0.204995252470765 0.198669975703334 0.188243293330462
"36" 0.187812183788617 0.194022963053995 0.202576006106267 0.224043598508827 0.191545248542294
"37" 0.183940439509049 0.192092379230727 0.194219647346906 0.220025831705635 0.209721702207683
"38" 0.184434800007149 0.198772999112185 0.187651697511079 0.257646044652178 0.171494458717409
"39" 0.182038380090766 0.193670797481902 0.205545117953675 0.182271713662094 0.236473990811563
"40" 0.183947077288685 0.18864736485185 0.221751396502878 0.208500830986926 0.19715333036966
"41" 0.180355053708617 0.190229707488046 0.220760554327015 0.20270243203195 0.205952252444371
"42" 0.184152800226082 0.201012643405139 0.217403831925145 0.193812473016077 0.203618251427557
"43" 0.176237671404174 0.179893444711798 0.200794137294846 0.193765203974357 0.249309542614825
"44" 0.185493203261311 0.185494851613065 0.251473334576008 0.192033885921427 0.18550472462819
"45" 0.17184273820466 0.178407307728595 0.257782094071877 0.185722579363207 0.206245280631661
"46" 0.197995685400741 0.195815510019772 0.193951649469324 0.206179593074604 0.206057562035559
"47" 0.187936267061507 0.195981861902926 0.205194914102374 0.205971565606875 0.204915391326318
"48" 0.18039515946408 0.18924870634288 0.189839213596235 0.234502835461577 0.206014085135228
"49" 0.181786601303562 0.188137591268118 0.189422341416255 0.20749233358551 0.233161132426554
"50" 0.186623799411601 0.201424373947201 0.1986177554634 0.203535612198788 0.209798458979011
"51" 0.177274021154784 0.179382435779441 0.232388887800466 0.1950260357784 0.215928619486909
"52" 0.200518663774021 0.207491230285958 0.209417700037165 0.201835208518161 0.180737197384695
"53" 0.171752243003805 0.174241684412101 0.186168446573505 0.211191102301786 0.256646523708803
"54" 0.207550937601101 0.177449251289147 0.211391930363872 0.197377666644757 0.206230214101122
"55" 0.202129519636586 0.182540562152209 0.202944622078116 0.220017561935123 0.192367734197965
"56" 0.186838553171434 0.194413944504215 0.194942250732424 0.202636622719567 0.221168628872361
"57" 0.184606756903442 0.199683365653861 0.213055475679503 0.178628550488544 0.22402585127465
"58" 0.191595528964898 0.223501514531072 0.189363290774082 0.193214679589295 0.202324986140654
"59" 0.176235843090965 0.205623250745047 0.189650979025474 0.176236600607407 0.252253326531106
"60" 0.182954171657232 0.208107466177552 0.205094205893386 0.202030538260399 0.201813618011432
"61" 0.192935270889003 0.197364787489774 0.214427578518802 0.200400622003869 0.194871741098551
"62" 0.199268875857098 0.20582726810771 0.21668444231353 0.189486229639289 0.188733184082373
"63" 0.200227714552268 0.206116779604709 0.220883550067184 0.188023499854181 0.184748455921658
